121507230000000000	http://www.yhd.com/?tracker_u=105761690&uid=&website_id=E100020014|	http://f.17glink.com/Ealliance?m=yihaodian,E100020014,E25620,0,0,u_id=		3	9PBPQQPYSQ4VUZPFGM7FASPXZ8PW49Y22SW5				6.60_0_0	GKQBT138SQ8YJT4H2JUA2DT6471ZZ466	105761690		122.241.230.92		msessionid:QX3UNF1R4F94397EAQ5RH7T3JVDGKZ2J9FPG,unionKey:105761690,websiteId:E100020014|		2015-07-23 00:00:00		http://www.yhd.com/?tracker_u=105761690&uid=&website_id=E100020014|&forceId=6	23			6	60					Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.14 (KHTML, like Gecko) Chrome/24.0.1293.0 Safari/537.14	Win32							浙江省	6			丽水市	98					1	KuqViHv-10-DUYEa	1														1600*900											1									1		1437580846234
121507230000000001				3	791FB408-9771-435A-91A0-453F577EF883					5YSRAC3S8079130NQMBF16OY4G9J1M7S			123.123.113.115				2015-07-23 00:00:00	151184346					2	1000						iPhone							北京市	2			北京市						20000	MTQzNzU4MDU4MzM2Mw==		10000									yhdapp	4.0.9	8.4	iPhone	640*1136	cmcc	2g	222		5						1	8366231	0.000000	0.000000								
121507230000000002				3	76607B4D-CCD1-4676-8153-447209F9AB89					VTKE1ILJ667N20I38L6KVN94SK9MLRUH			49.80.149.63				2015-07-23 00:00:00	189786642					1	38						iPhone							江苏省	5			无锡市						800000	MTQzNzU4MDc4NzgwOA==		10000									yhdapp	4.0.9	8.4	iPhone	750*1334	cmcc	4g	222		4						1	8366231	120.368429	31.566303								
121507230000000003	http://cart.yhd.com/cart/cart.do?action=view&tp=1.1.149.0.1.KuqR9Vh-11-8ZTQA	http://www.yhd.com/		3	J2134DYSJGVGPBAWE5SN49QWHKGSYF5EYRAZ		8.0.0.0.0.KuqVr2K-11-8ZTQA			RBKFRQXDVGDG537D86TPSD6T2V1EGTMJ			114.88.121.163				2015-07-23 00:00:00	1952821	http://www.yhd.com/	60				1					Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36	Win32					buttonPosition		上海市	1			上海市						8	KuqVr2K-11-8ZTQA	0	8	KuqVr2K-11-8ZTQA	0											1920*1080			0	0	0						2									1		1437580923175
121507230000000004	http://cms.m.yhd.com/salelist/167624/2853763?dataType=2&provinceId=1&osType=20&tp=5005.167624.m2853763.999.NaN.KuqVUaU-11-8z9e9	http://cms.m.yhd.com/sale/167624?uid=93871033&tracker_u=1011946408		3	34A7D4P6TYUDVPEMQC4DCHE91PACESFKQF9X					PE3ZGPEZFXREAKYH4H716GGTAVFH46BW	1011946408		58.56.110.70		uid:93871033		2015-07-23 00:00:00		http://cms.m.yhd.com/sale/167624?uid=93871033&tracker_u=1011946408	9				170					Mozilla/5.0 (Linux; Android 4.4.4; R7t Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/33.0.0.0 Mobile Safari/537.36	AndroidSystem					Loadingmore		山东省	16			济南市																		br_chrome	33.0.0.0	4.4.4		1080*1920		unknown																				1437580798411
121507230000000005				3	00000000-37a1-7ab1-d621-ced255b911c4					1PJJM8VYGAP7WV6FXJKEPUT7PE3QDXYG			116.238.20.169				2015-07-23 00:00:00	203408057					1	1					4.1.0	android							上海市	1			上海市						950000	dpgz5jA		1200000	dpgz5F5								yhdapp	4.1.0	4.4.4	ardphone	1440*2560	cmcc	wifi									1	10454450387	121.28047	31.321369							上海市-上海市-嘉定区-古猗园路-238号	
121507230000000006	http://www.yhd.com/?tracker_u=105761690&uid=&website_id=E100020014|	http://f.17glink.com/Ealliance?m=yihaodian,E100020014,E25620,0,0,u_id=		3	DPC6U4ARY575TP8G896UBRS8J8FF5J7M8C2F				19.228_0_0	HSWZWPN7NAWMU4ZBB5X94QHK4U7FWBJ8	105761690		118.239.114.118		msessionid:SP2QWC8AB4ANRFYKVV5XQRX2JSQ9UDRJK26T,unionKey:105761690,websiteId:E100020014|		2015-07-23 00:00:00		http://f.17glink.com/Ealliance?m=yihaodian,E100020014,E25620,0,0,u_id=	6			19	228					Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36	Win32							湖南省	19			常德市	49					1	KuqW9fP-10-8X7cA	1														1366*768											1									1		1437580958441
121507230000000007	http://image.yihaodianimg.com/virtual-web_static/virtual_yhd_iframe_index_widthscreen.html?randid=2015723	http://www.yhd.com/?tracker_u=105761690&uid=&website_id=E100020014|		3	SY93G3XEPY1K2GEZMA16K2KW6D4TDHNUSCUR					4YCA91UVPYYA9M727VKKW3CVYNBZFPM7	105761690		36.106.68.42		websiteId:E100020014|		2015-07-23 00:00:00		http://photo.gmw.cn/2015-07/22/content_16384292_5.htm	5				50					Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML	Win32							浙江省	6			杭州市																																										
121507230000000008	http://item.m.yhd.com/item/18864298?tp=5110.0.1838.0.2.KuqVYJF-11-D3bya	http://m.yhd.com/virtual/life/?tp=10000.0.0.0.0.TVRRek56VTNPREUyTnpJM05nPT0=		3	D54A255F-3361-430A-96DC-7DC2BB6E9D61	undefined.undefined.0.0.0.undefined	5110.0.1838.0.2.KuqVYJF-11-D3bya			U626N63E02B5FYNHP289I1B6ROX5059M			114.83.83.98		msessionid:TNKGA3D5ANR2MRX3E5HUBR4XYAJVSQST,uname:it		2015-07-23 00:00:00	208908727	http://mxc.yhd.com/mainVenue/index.html?tp=10000.0.222.0.3.TVRRek56VTNPREUyTnpJM05nPT0=	15	16332768	66774	1	1					Mozilla/5.0 (iPhone; CPU iPhone OS 8_4 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12H143/yhdios	iPhone							上海市	1			上海市	64	18864298				5048	KuqVYvd-11-D3bya	18864298	5110	KuqVYJF-11-D3bya	0							yhdapp	4.0.9	8.4		375*667		wifi	1838	0	2								31.17887481583019	121.3064268359225								1437580799593
121507230000000009	http://cart.yhd.com/cart/cart.do?action=view&tp=4.156943.149.0.1.KuqPq8O-11-8THOD	http://cms.yhd.com/sale/156943?tp=2025.0.0.0.0.KuqLLmc-11-8THOD		2	242VZZH6ZY5EWGW1S3PN95SC1B3SEYWWJHSG		4.156943.149.0.1.KuqPq8O-11-8THOD			E1FJD9H6Y1FVYD8QVWMM7BEXNZTA3NFA	10861423206	1	60.191.30.51		msessionid:P8YK7XWFT93J2V6ZK1XYMFJQ2ATAFJMPZEGG,uname:momo改名无力,unionKey:10861423206,unionType:1		2015-07-23 00:00:00	127232988	http://www.hao123.com/?tn=99053513_hao_pg	152			20	50					Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36	Win32							浙江省	6			杭州市	74					8	KuqWrlE-11-8THOD	0	4	KuqPq8O-11-8THOD	156943											1366*768			149	0	1						1											1437581147230
121507230000000010				3	387A5EA4-7C37-450B-8BFE-5619DF841262					D20I4YE4CVCMQL8CG6533VCVP49V5928			180.159.199.188				2015-07-23 00:00:00	215753758					1	1						iPhone							上海市	1			上海市市辖区						300000	MTQzNzU4MDc0OTYyMA==	75781	330000		75781							yhdapp	4.0.9	8.4	iPhone	750*1334	cmcc	4g									1	8366231	121.402042	31.246135							上海市-上海市市辖区-普陀区-兰溪路-207号-2号	
121507230000000011	http://cms.yhd.com/sale/168541?tc=ad.0.0.15076-18316657.1&tp=1.1.36.8.1.KuqVKn7-11-DSEea	http://www.yhd.com/?tracker_u=1624169		3	75ADMJPKDBKBT3Z67D57ZRGN78M8YJPVY1HD		1.1.36.8.1.KuqVKn7-11-DSEea	ad.0.0.15076-18316657.1		BCDUCUVK6FKXTZ561ZB7KTND5BVMTMT7	1624169		112.80.155.164		msessionid:A6CGS176RTRSQQFFYMTVGTAMSXND942CG8JK,uname:18120136005@phone,unionKey:1624169		2015-07-23 00:00:00	212488130	http://hao.360.cn/?src=lm&ls=n228fdc298c	6			5	37					Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.3; WOW64; Trident/7.0; .NET4.0E; .NET4.0C; Tablet PC 2.0; .NET CLR 3.5.30729; .NET CLR 2.0.50727; .NET CLR 3.0.30729; InfoPath.2; GWX:QUALIFIED; LCJB)	Win32				15076_18316657_1			江苏省	5			南京市	16					4	KuqVasu-11-DSEea	168541	1	KuqVKn7-11-DSEea	1											1920*1080			36	8	1	ad	0	15076-18316657	0	1	1											1437580815937
121507230000000012				3	53570BB4-8667-40BF-A8F5-47D85A20CE2A					72CJ76G27W4T8NB8O090191U081BPY9L			123.138.71.154				2015-07-23 00:00:00	163698540					5	327						iPhone							陕西省	26			西安市						900000	MTQzNzU4MDc5NzY0Ng==		900000									yhdapp	4.0.9	8.3	iPhone	750*1334	cmcc	2g	0		4						2	8366231	108.911578	34.195658								
121507230000000013				3	E8309074-C204-4938-A4B4-058B1DD89833					R46UO7CQ47P2Y19285CZZ39ABD9M01PS			116.76.235.70				2015-07-23 00:00:00	177260256				39920	20	238						iPhone							广东省	20			深圳市		10587478				320000		10587478	300000		10587478							yhdapp	4.0.9	8.4	iPhone	750*1334	cmcc	4g	5		1						1	8366231	0.000000	0.000000								
121507230000000014	http://www.yhd.com/ctg/s2/c20958-0/b137/a-s1-v0-p1-price-d0-f06-m1-rt0-pid-mid0-k/			3	8X4K7CPXUB6JFGC93ASD2K2XGXRR4V5UX83H					YUDANAZRR81G12DEURQVM55TE4CNRB4A			123.125.71.87				2015-07-23 00:00:00			1				1000					Mozilla/5.0 (compatible; Baiduspider/2.0;  http://www.baidu.com/search/spider.html)	Win32		39	1				北京市	2		2015-07-23 00:00:00	北京市						52	KuqVYpc-00-ElXAs	20958														1600*1600											1									1		1437580799397
121507230000000015	http://1mall.yhd.com/1/?tc=0.0.12.2704_13659165_4.12&tp=1.1.16.0.4.KlBK557-10-6z7Ct	http://news.21cn.com/social/shixiang/a/2015/0721/10/29825339_1.shtml		3	JQ3482JURABF29QJK1WB56XPMEGMEM8WKBFF		1.1.16.0.4.KlBK557-10-6z7Ct	0.0.12.2704_13659165_4.12		BU7R7VT1MW1WKXMZ5ZCEA834JH2X68N1	105761690		115.234.65.0		msessionid:68385CQRWDP8GF97GRP4K2GY95JBX6GTFSCU,unionKey:105761690,websiteId:E100020014|		2015-07-23 00:00:00		http://f.17glink.com/Ealliance?m=yihaodian,E100020014,E25620,0,0,u_id=	6			6	52					Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36	Win32							浙江省	6			温州市	30					77	KuqV9wd-10-AxhAP	0														1366*768											1											1437580697401
121507230000000016				3	00000000-64dd-be57-c74f-48f4584c8830					CZ7QQGC7JV9P5PZFDY3Y7VAUAJ5C8WUT			223.104.25.35				2015-07-23 00:00:00	210930134				65454	14	258					4.0.8	android							广西壮族自治区	21			南宁市		29952227				320000	dpgzTz9	29952227	300000	dpgzPD5	29952227							yhdapp	4.0.8	4.2.2	ardphone	480*854											1	10513292448	108.887216	28.356546							null-null-null-null-null	
121507230000000017	http://www.yihaodian.com/ctg/s2/c21335-数码包/b943578/a-s6-v0-p1-price-d0-f0-m1-rt0-pid-k/			3	YV3MK2RQS6G57GRCQXP81M6SAT784T3S39QR					8NJ5K3DUAJK2E59FNNT9HAZZ6PJ2GUG3			220.181.108.112				2015-07-23 00:00:00			1				1000					Mozilla/5.0 (compatible; Baiduspider/2.0;  http://www.baidu.com/search/spider.html)	Win32		1081	1				北京市	2		2015-07-23 00:00:00	北京市						52	KuqVYp^-00-ElXAs	21335														1600*1600											1											1437580799401
121507230000000018	http://cms.m.yhd.com/sale/168496?tp=10000.0.1_0.0.1.dpgz4QD			3	ffffffff-cc71-012f-ffff-ffffdeeafe25	undefined.undefined.0.0.0.undefined	10000.0.1_0.0.1.dpgz4QD			SVYJ12E9Z41F49462FFWY5JN9JY3ABKD			58.48.199.190		msessionid:DGK9WYQF64B9FJ45UAS15E5E3BWNK6EC		2015-07-23 00:00:00			30			18	205					Mozilla/5.0 (Linux; Android 4.4.4; MI 3 Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/33.0.0.0 Mobile Safari/537.36/yhdandroid	android				store_special_product			湖北省	18			武汉市						5005	KuqVYPv-10-8zf49	168496	10000	dpgz4QD	0							yhdapp	4.1.0	4.4.4	MI 3,19,4.4.4	360*640		wifi	1_0	0	1								30.616864	114.290714								1437580797390
121507230000000019	http://item.m.yhd.com/item/49865673?tc=3.0.5.49865673.103&tp=5008.%E5%A5%B3%E5%A3%AB%E5%87%89%E6%8B%96.185.0.103.KuqVBL8-11-8XX4A	http://search.m.yhd.com/search/?req.keyword=%E5%A5%B3%E5%A3%AB%E5%87%89%E6%8B%96&tp=5006.0.938.0.11.KuqV8dH-11-8XX4A		2	QVP1VP9XG7X7HP659KYARBATDN1TN6F7AF9K	undefined.undefined.0.0.0.undefined	5008.女士凉拖.185.0.103.KuqVBL8-11-8XX4A	3.0.5.49865673.103		9QYH6HFXG3YVDHXZ1NCJKPUP3QZTWFWJ	10303410999	1	58.23.165.58		msessionid:5NP4U9SFHJUU8XP7G7PDJWMTV62EKCR24YBD,uname:ぃ_●鈈壞﹏,unionKey:10303410999,unionType:1,uid:0011157f749bba70dcd2,websiteId:354682		2015-07-23 00:00:00	131309659	http://p.yiqifa.com/l?l=Cl7SYKqBR9FSNBUBWs6SpNM2W9sWgQ446wzOgKgJWPBWYnM1gtHqYEg2P7efRQ4ID5Kl67sQ69sqMQ446wzlN7DmW7KSMNBdNKzSNI7V49KoWNKqWl3S6EW9RmXV!NtdWpFqfEt9RZ4AY5BSkP6_UQ4EMN7qWnjL6pMEUQ4SM5e7KOosR96y!NtLWnjs4cDoCZg7Rnu_fO7dk5bwf96_YpH-	36	42730901	46411	14	155					Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12F70	IOSSystem							福建省	14			漳州市		49865673				5048	KuqVYYX-11-8XX4A	49865673	5008	KuqVBL8-11-8XX4A	女士凉拖							safari	600.1.4	8.3		320*568		unknown	185	0	103	3	0	49865673	5	103												1437580798094
121507230000000020	http://item.yhd.com/item/13938695?tp=16.16198_0.204.1_3.32.KuqVDsf-10-91Le6	http://shop.yhd.com/dpzx/m-27869.html?tp=15.31883099.0.0.0.KuqVC3u-10-91Le6&glTrueReffer=http%3A%2F%2Fitem.yhd.com%2Fitem%2F31883099%3Ftc%3D3.0.5.31883099.2%26tp%3D51.%25E5%2590%2588%25E5%2591%25B3%25E9%2581%2593%25E6%259D%25AF%25E9%259D%25A2.124.2.2.KuqTs7F-10-91Le6		3	1AB7JZAXGHAXMKS2P3CJFYD39JJAZ429QHJ7		15.13938695.0.0.0.KuqVO90-10-91Le6			C68BHDABBT32MJ8NHF3MFXM7A9KDPBHF	1624169		106.226.37.5				2015-07-23 00:00:00		http://hao.360.cn/?src=lm&ls=n64ab730a96	64				159					Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36	Win32					buttonPosition		江西省	15			南昌市						15	KuqVO90-10-91Le6	13938695	15	KuqVO90-10-91Le6	13938695											1366*768			0	0	0						2											1437580759249
121507230000000021	http://list.yhd.com/c0-0-0/b928573-21306/knote3/?tc=3.0.10.21306.9&tp=51.note3.123.0.7.KuqV46L-11-AZHUQ	http://search.yhd.com/c0-0/knote3/20/?tp=51.S4%7C.12.0.3.KuqUx1F-11-AZHUQ		3	ENAXCG9VTH5MCM9Q8MKDF1WZ3MXRXRTGKPV1					QV11D61UYVDACZ2T8GUPHVK2UXRDDXN7			218.104.173.135				2015-07-23 00:00:00	116467233	http://www.sogou.com/sie?query=1%E5%8F%B7%E5%BA%97&ie=utf8&_ast=1437579904&_asf=null&w=01029901&hdq=AQxRG-0000&duppid=1&cid=&sut=6655&sst0=1437580378677&lkt=1%2C1437580373662%2C1437580373662	19				242					Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36 SE 2.X MetaSr 1.0	Win32					search_compare_add		广东省	20			佛山市						51		note3	51		note3											1920*1080																				1		1437580799961
51507230000000067				3	2F50C0E2-BE6D-42E6-B129-A1938340DE8A					IS88DY41D1R8P09YQMYN8QU021F1F30C			121.239.50.154				2015-07-23 00:00:00	162776799					5	41						iPhone							江苏省	5			苏州市																		yhdapp	4.0.9	8.3	iPhone	640*960	cmcc	2g	1		2						2	8366231	120.788177	31.344790							江苏省-苏州市-吴中区-苏虹东路-94号	
21507230000000000	http://mxc.yhd.com/mainVenue/index.html?tp=0.0.0.0.0.dpgz5wO			3	00000000-1efd-80cf-ffff-fffff0e55994	undefined.undefined.0.0.0.undefined	0.0.0.0.0.dpgz5wO			NNU1YXGDB6XZKMGNPZP81QTPBYTCDVD5			60.25.227.8		msessionid:SX6UEK4M2ZNRKHXN77SGTMPKE58KVASK		2015-07-23 00:00:00			4666			3	23					Mozilla/5.0 (Linux; Android 4.4.2; Coolpad 8297W Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/30.0.0.0 Mobile Safari/537.36/yhdandroid	android							天津市	3			天津市	86					1600000	KuqVZ5X-10-5HfC`	10000	0	dpgz5wO	0							yhdapp	4.1.0	4.4.2	Coolpad 8297W,19,4.4.2	360*640		wifi	0	0	0								39.123086	117.103934								1437580800336
21507230000000001				3	4445C844-7C71-4425-802B-209DF0A91572					2Z04743W87959THH1J0L9O1826226256			14.115.29.120				2015-07-23 00:00:00	215755445					20	254						iPhone							广东省	20			中山市						1000000	MTQzNzU4MDU5MzQ0Nw==	http://cms.m.yhd.com/sale/165788	10000									yhdapp	4.0.9	8.3	iPhone	750*1334	cucc	3g	4_2		1						1	8366231	0.000000	0.000000								
21507230000000002	http://cms.m.yhd.com/sale/153320?LPtype=8&p=167624&flag=103794612281&tracker_u=104351591936	http://m.sogou.com/web/searchList.jsp?pid=sogou-clse-2996962656838a97&e=1427&g_f=123&keyword=1%E5%8F%B7%E5%BA%97%E7%BD%91%E4%B8%8A%E8%B6%85%E5%B8%82	1号店网上超市	1	T7QA6599G7KC27QQC2MFH7QA87TNHTPBSKZS	undefined.undefined.0.0.0.undefined				6SAGD1HACXRAG34VAKUXWMS387KHF6QQ	104351591936		27.38.12.252		,unionKey:104351591936		2015-07-23 00:00:00		http://m.sogou.com/web/searchList.jsp?pid=sogou-clse-2996962656838a97&e=1427&g_f=123&keyword=1%E5%8F%B7%E5%BA%97%E7%BD%91%E4%B8%8A%E8%B6%85%E5%B8%82	1				238					Mozilla/5.0 (Linux; U; Android 4.4.2; zh-cn; Che2-TL00 Build/HonorChe2-TL00) AppleWebKit/537.36 (KHTML, like Gecko)Version/4.0 MQQBrowser/6.0 Mobile Safari/537.36	AndroidSystem							广东省	20		2015-07-23 00:00:00	深圳市						5005	KuqV`77-00-2exCR	153320										br_qq	6.0	4.4.2		720*1280		wifi																				1437580804265
